Theme,Name,Gender,Usage,Meanings
"""religious""",DEVI,f,"Hinduism, Indian, Hindi, Tamil","Derived from Sanskrit देवी (devi) meaning ""goddess"". Devi is the Hindu mother goddess who manifests herself as all other goddesses."
"""religious""",DEVIKA,f,"Indian, Hindi","Means ""little goddess"" from Sanskrit देवी (devi) meaning ""goddess"" and क (ka) meaning ""little""."
"""religious""",DIEUDONNÉ,m,French,"Means ""given by God"" in French, used as a French form of DEUSDEDIT."
"""religious""",DINESHA,m,Hinduism,"Means ""day lord"" from Sanskrit दिन (dina) meaning ""day"" and ईश (isha) meaning ""lord"". In Hindu texts this is used as a name of the sun."
"""religious""",DIONE (1),f,Greek Mythology,"From Greek Διός (Dios) meaning ""of ZEUS"". By extension, it means ""goddess"". This was the name of an obscure Greek goddess who, according to some legends, was the mother of Aphrodite."
"""religious""",DIWATA,f,"Filipino, Tagalog","Means ""goddess"" in Tagalog."
"""religious""",DOMINIC,m,English,"From the Late Latin name Dominicus meaning ""of the Lord"". This name was traditionally given to a child born on Sunday. Several saints have borne this name, including the 13th-century founder of the Dominican order of friars. It was in this saint's honour that the name was first used in England, starting around the 13th century. It is primarily used by Catholics."
"""religious""",DOMNUS,m,Late Roman,"From Vulgar Latin domnus, from Latin dominus meaning ""lord, master"". This name was borne by the 6th-century saint Domnus of Vienne (also called Domninus)."
"""religious""",DOROTHEA,f,"German, Dutch, Danish, Norwegian, English, Late Greek","Feminine form of the Late Greek name Δωρόθεος (Dorotheos), which meant ""gift of God"" from Greek δῶρον (doron) meaning ""gift"" and θεός (theos) meaning ""god"". The name Theodore is composed of the same elements in reverse order. Dorothea was the name of two early saints, notably the 4th-century martyr Dorothea of Caesarea. It was also borne by the 14th-century Saint Dorothea of Montau, who was the patron saint of Prussia."
"""religious""",DOSITHEOS,m,Late Greek,"From Greek δόσις (dosis) meaning ""giving"" and θεός (theos) meaning ""god""."
"""religious""",DUA,f,Arabic,"Means ""prayer"" in Arabic."
"""religious""",EJIROGHENE,m & f,"Western African, Urhobo","Means ""praise God"" in Urhobo."
"""religious""",EKENEDILICHUKWU,m & f,"Western African, Igbo","Means ""all praise to God"" in Igbo."
"""religious""",EL,m,Semitic Mythology,"From a Semitic root meaning ""god"". This was a title applied to several Semitic gods. The Canaanites used it as the name of their chief deity, the father of the gods and mankind. The Hebrews used it to refer to Yahweh."
"""religious""",ELAGABALUS,m,Semitic Mythology (Latinized),"Latinized form of an Arabic name, derived from إله (ilah) meaning ""god"" and جبل (jabal) meaning ""mountain"". This was the name of a sun god worshipped in Emesa, in the Roman province of Syria. A 3rd-century Roman emperor, who served as a priest of this god in his youth in Syria, is known to history by the name Elagabalus. After ruling for four years he was assassinated at the age of 18, in part because he promoted the god to the head of the Roman pantheon."
"""religious""",ELAHEH,f,Persian,"Means ""goddess"" in Persian."
"""religious""",ELDAD,m,Biblical,"Means ""God has loved"" in Hebrew. In the Old Testament he is one of the two elders who prophesizes in the Israelite camp."
"""religious""",ELEAZAR,m,"Biblical, Biblical Latin, Biblical Greek","From the Hebrew name אֶלְעָזָר ('El'azar) meaning ""my God has helped"". In the Old Testament this is the name of one of the sons of Aaron."
"""religious""",ELHANAN,m,Biblical,"Means ""God is gracious"" in Hebrew. This is the name of two Old Testament characters."
"""religious""",ELI (2),m,Hebrew,"Means ""my God"" in Hebrew."
"""religious""",ELIAB,m,Biblical,"From Hebrew אֱלִיאָב ('Eli'av) meaning ""my God is father"". This is the name of several people from the Old Testament, including a brother of King David."
"""religious""",ELIAKIM,m,Biblical,"Means ""God rises"" in Hebrew. In the Old Testament this is the name of the master of Hezekiah's household."
"""religious""",ELIANA (2),f,Hebrew,"Means ""my God has answered"" in Hebrew."
"""religious""",ELIEL,m,"Biblical, Biblical Hebrew, Finnish (Archaic), Portuguese (Brazilian)","Means ""my God is God"" in Hebrew. This name is borne by a number of characters in the Old Testament."
"""religious""",ELIEZER,m,"Biblical, Hebrew, Biblical Latin, Biblical Greek","From Hebrew אֱלִיעֶזֶר ('Eli'ezer) meaning ""my God is help"". In the Old Testament this is the name of both a servant of Abraham and one of the sons of Moses (see Exodus 18:4 for an explanation of the significance of the name)."
"""religious""",ELIHU,m,"Biblical, Biblical Hebrew, English (Archaic)","Means ""my God is he"" in Hebrew. This was the name of several characters in the Old Testament including one of the friends of Job."
"""religious""",ELIJAH,m,"English, Hebrew, Biblical","From the Hebrew name אֱלִיָּהוּ ('Eliyyahu) meaning ""my God is YAHWEH"", derived from the elements אֵל ('el) and יָה (yah), both referring to the Hebrew God. Elijah was a Hebrew prophet and miracle worker, as told in the two Books of Kings in the Old Testament. He was active in the 9th century BC during the reign of King Ahab of Israel and his Phoenician-born queen Jezebel. Elijah confronted the king and queen over their idolatry of the Canaanite god Ba'al and other wicked deeds. At the end of his life he was carried to heaven in a chariot of fire, and was succeeded by Elisha. In the New Testament, Elijah and Moses appear next to Jesus when he is transfigured.... [more]"
"""religious""",ELIOENAI,m,Biblical,"Means ""my eyes look to God"" in Hebrew. This was the name of several minor characters in the Old Testament."
"""religious""",ELIOR,m,Hebrew,"Means ""my God is my light"" in Hebrew."
"""religious""",ELIPHELET,m,Biblical,"Means ""God is release"" in Hebrew. This is the name of several people in the Old Testament including a son of David."
"""religious""",ELISHA,m,"Biblical, Biblical Hebrew","From the Hebrew name אֱלִישַׁע ('Elisha'), a contracted form of אֱלִישׁוּעַ ('Elishu'a) meaning ""my God is salvation"". According to the Old Testament, Elisha was a prophet and miracle worker. He was the attendant of Elijah and succeeded him after his ascension to heaven."
"""religious""",ELIUD,m,"Biblical, Biblical Latin, Eastern African","From a Greek form of a Hebrew name meaning ""God is grandeur"". The Gospel of Matthew lists him as an ancestor of Jesus. This name is popular in Kenya."
"""religious""",ELIZABETH,f,"English, Biblical","From Ἐλισάβετ (Elisabet), the Greek form of the Hebrew name אֱלִישֶׁבַע ('Elisheva') meaning ""my God is an oath"", derived from the roots אֵל ('el) referring to the Hebrew God and שָׁבַע (shava') meaning ""oath"". The Hebrew form appears in the Old Testament where Elisheba is the wife of Aaron, while the Greek form appears in the New Testament where Elizabeth is the mother of John the Baptist.... [more]"
"""religious""",ELKANAH,m,"Biblical, Biblical Hebrew","Means ""God has purchased"" in Hebrew. In the Old Testament this is the name of the father of Samuel."
"""religious""",ELNATHAN,m,Biblical,"From Hebrew אֶלְנָתָן ('Elnatan) meaning ""God has given"". In the Old Testament this is the name of both a grandfather of King Jehoiachin and a son of Akbor."
"""religious""",EMMANUEL,m,"Biblical, French, English","From the Hebrew name עִמָּנוּאֵל ('Immanu'el) meaning ""God is with us"", from the roots עִם ('im) meaning ""with"" and אֵל ('el) meaning ""God"". This was the foretold name of the Messiah in the Old Testament. It has been used in England since the 16th century in the spellings Emmanuel and Immanuel, though it has not been widespread. The name has been more common in continental Europe, especially in Spain and Portugal (in the spellings Manuel and Manoel)."
"""religious""",EMYR,m,Welsh,"Means ""king, lord"" in Welsh."
"""religious""",ENKI,m,Sumerian Mythology,"From Sumerian 𒂗 (en) meaning ""lord"" and 𒆠 (ki) meaning ""earth, ground"" (though maybe originally from 𒆳 (kur) meaning ""underworld, mountain""). Enki, called Ea by the Akkadians, Assyrians and Babylonians, was the Sumerian god of water and wisdom and the keeper of the Me, the divine laws."
"""religious""",ENLIL,m,Sumerian Mythology,"From Sumerian 𒂗 (en) meaning ""lord"" and possibly 𒆤 (lil) meaning ""wind"". Enlil was the Sumerian god of the wind and storms, the son of An and Ki. He was later worshipped by the Akkadians, Assyrians, Babylonians, and other Mesopotamian peoples."
"""religious""",ESEOGHENE,m & f,"Western African, Urhobo","Means ""God's gift"" in Urhobo."
"""religious""",EYDÍS,f,"Ancient Scandinavian, Icelandic","Derived from the Old Norse elements ey ""good fortune"" or ""island"" and dís ""goddess""."
"""religious""",EZEKIEL,m,"Biblical, English","From the Hebrew name יְחֶזְקֵאל (Yechezqel) meaning ""God will strengthen"", from the roots חָזַק (chazaq) meaning ""to strengthen"" and אֵל ('el) meaning ""God"". Ezekiel is a major prophet of the Old Testament, the author of the Book of Ezekiel. He lived in Jerusalem until the Babylonian conquest and captivity of Israel, at which time he was taken to Babylon. The Book of Ezekiel describes his vivid symbolic visions that predict the restoration of the kingdom of Israel. As an English given name, Ezekiel has been used since the Protestant Reformation."
"""religious""",FREYR,m,"Norse Mythology, Icelandic","Means ""lord"" in Old Norse. This was the name of a Norse god. He may have originally been called Yngvi, with the name Freyr being his title. Freyr presided over fertility, sunlight and rain, and was the husband of the frost giantess Gerd. With his twin sister Freya and father Njord he was one of the group of deities called the Vanir."
"""religious""",FŪJIN,m,Japanese Mythology,"From Japanese 風 (fū) meaning ""wind"" and 神 (jin) meaning ""god, spirit"". This is the name of the Japanese wind god, who carries the wind in a bag over his shoulders."
"""religious""",GABRIEL,m,"French, Spanish, Portuguese, German, Swedish, Norwegian, Danish, Finnish, Catalan, English, Romanian, Polish, Czech, Slovak, Georgian, Biblical, Biblical Latin, Biblical Greek","From the Hebrew name גַבְרִיאֵל (Gavri'el) meaning ""God is my strong man"", derived from גֶּבֶר (gever) meaning ""strong man, hero"" and אֵל ('el) meaning ""God"". Gabriel is an archangel in Hebrew tradition, often appearing as a messenger of God. In the Old Testament he is sent to interpret the visions of the prophet Daniel, while in the New Testament he serves as the announcer of the births of John to Zechariah and Jesus to Mary. According to Islamic tradition he was the angel who dictated the Quran to Muhammad.... [more]"
"""religious""",GALIA,f,Hebrew,"Elaboration of GAL (1). It could also be considered a compound meaning ""wave from God"", using the element יָה (yah) referring to the Hebrew God."
"""religious""",GAMALIEL,m,"Biblical, Biblical Hebrew","Means ""my reward is God"" in Hebrew. In Acts in the New Testament he is a teacher of Saint Paul."
"""religious""",GANESHA,m,Hinduism,"Means ""lord of hordes"" from Sanskrit गण (gana) meaning ""horde, multitude"" and ईश (isha) meaning ""lord, ruler"". This is the name of the Hindu god of wisdom and good luck, the son of Shiva and Parvati. He is often depicted as a stout man with the head of an elephant."
"""religious""",GEDALIAH,m,Biblical,"Means ""YAHWEH is great"" in Hebrew. This was the name of several characters in the Old Testament, including the governor of Judah appointed by Nebuchadnezzar."
"""religious""",GEMARIAH,m,Biblical,"Means ""YAHWEH has completed"" in Hebrew. This is the name of a friend of Jeremiah in the Old Testament."
"""religious""",GIRISHA,m,Hinduism,"Means ""lord of the mountain"" in Sanskrit. This is a name of the Hindu god Shiva, given because of his abode in the Himalayan Mountains."
"""religious""",GLEB,m,"Russian, Ukrainian","Russian and Ukrainian form of the Old Norse name Guðleifr, which was derived from the elements guð ""god"" and leifr ""heir""."
"""religious""",GODABERT,m,Ancient Germanic,"Germanic name derived from the elements god ""god"" and beraht ""bright""."
"""religious""",GODEHARD,m,Ancient Germanic,"Germanic name derived from the elements god ""god"" and hard ""hardy, brave"". This was the name of an 11th-century saint who was a bishop of Hildesheim."
"""religious""",GODFREY,m,English,"From the Germanic name Godafrid, which meant ""peace of god"" from the Germanic elements god ""god"" and frid ""peace"". The Normans brought this name to England, where it became common during the Middle Ages. A notable bearer was Godfrey of Bouillon, an 11th-century leader of the First Crusade and the first ruler of the Latin Kingdom of Jerusalem."
